# Time-averaged data for fix msd2
# TimeStep Number-of-rows
# Row c_comp2
75300 4
1 0.00101506
2 0.00102316
3 0.000997686
4 0.0030359
75400 4
1 0.00100902
2 0.00102087
3 0.00100301
4 0.0030329
75500 4
1 0.0010077
2 0.00100848
3 0.00100113
4 0.00301731
75600 4
1 0.00100451
2 0.00100781
3 0.000995004
4 0.00300732
75700 4
1 0.00100661
2 0.000997211
3 0.00101496
4 0.00301878
75800 4
1 0.000999665
2 0.00101301
3 0.00100369
4 0.00301637
75900 4
1 0.000992803
2 0.00101128
3 0.000998234
4 0.00300232
76000 4
1 0.000999032
2 0.000995558
3 0.000998127
4 0.00299272
76100 4
1 0.000986963
2 0.00100212
3 0.000996569
4 0.00298565
76200 4
1 0.000992602
2 0.00099818
3 0.00101015
4 0.00300093
76300 4
1 0.000985855
2 0.00100066
3 0.000998968
4 0.00298548
76400 4
1 0.000995799
2 0.000988168
3 0.000986329
4 0.0029703
76500 4
1 0.000988604
2 0.000992082
3 0.0010018
4 0.00298249
76600 4
1 0.000974459
2 0.000990864
3 0.000984405
4 0.00294973
76700 4
1 0.00101074
2 0.000979344
3 0.000984032
4 0.00297412
76800 4
1 0.000983314
2 0.000991065
3 0.000991269
4 0.00296565
76900 4
1 0.000986515
2 0.000976497
3 0.000989714
4 0.00295273
77000 4
1 0.00100177
2 0.00098383
3 0.000976461
4 0.00296206
77100 4
1 0.00098352
2 0.000984692
3 0.00098079
4 0.002949
77200 4
1 0.000988665
2 0.00098456
3 0.000969521
4 0.00294275
77300 4
1 0.000985597
2 0.000985216
3 0.000968803
4 0.00293962
77400 4
1 0.000982556
2 0.000970423
3 0.000964367
4 0.00291735
77500 4
1 0.000973857
2 0.00098357
3 0.000965631
4 0.00292306
77600 4
1 0.000975575
2 0.000972699
3 0.000947563
4 0.00289584
77700 4
1 0.000974591
2 0.000969148
3 0.000963849
4 0.00290759
77800 4
1 0.000979967
2 0.000977532
3 0.000955207
4 0.00291271
77900 4
1 0.000976548
2 0.000954842
3 0.000965149
4 0.00289654
78000 4
1 0.000978951
2 0.000976219
3 0.000959036
4 0.00291421
78100 4
1 0.000977584
2 0.00097955
3 0.000953713
4 0.00291085
78200 4
1 0.000965142
2 0.00095303
3 0.000952717
4 0.00287089
78300 4
1 0.000959715
2 0.000974981
3 0.000958836
4 0.00289353
78400 4
1 0.000963696
2 0.000964229
3 0.000959185
4 0.00288711
78500 4
1 0.000948329
2 0.000968375
3 0.000961891
4 0.0028786
78600 4
1 0.000966172
2 0.000973442
3 0.0009549
4 0.00289451
78700 4
1 0.000966856
2 0.000964744
3 0.000966319
4 0.00289792
78800 4
1 0.000982234
2 0.000970893
3 0.000945657
4 0.00289878
78900 4
1 0.000960444
2 0.000961158
3 0.00095823
4 0.00287983
79000 4
1 0.000963342
2 0.000962583
3 0.000949478
4 0.0028754
79100 4
1 0.00097285
2 0.000977744
3 0.000943129
4 0.00289372
79200 4
1 0.000955951
2 0.000976048
3 0.00095044
4 0.00288244
79300 4
1 0.000975129
2 0.000960365
3 0.000942561
4 0.00287805
79400 4
1 0.000957584
2 0.000972436
3 0.000950291
4 0.00288031
79500 4
1 0.000960858
2 0.000958593
3 0.00095301
4 0.00287246
79600 4
1 0.000972605
2 0.000963105
3 0.000949285
4 0.00288499
79700 4
1 0.000949364
2 0.000962706
3 0.000946702
4 0.00285877
79800 4
1 0.000953776
2 0.000952472
3 0.000945997
4 0.00285224
79900 4
1 0.000952249
2 0.000953106
3 0.000953326
4 0.00285868
80000 4
1 0.000945769
2 0.000952281
3 0.000942736
4 0.00284079
80100 4
1 0.000958426
2 0.000961679
3 0.000946869
4 0.00286697
80200 4
1 0.000957887
2 0.000947924
3 0.000950421
4 0.00285623
80300 4
1 0.000952682
2 0.000959006
3 0.000945321
4 0.00285701
80400 4
1 0.000968468
2 0.000958634
3 0.000959237
4 0.00288634
80500 4
1 0.000958039
2 0.000966556
3 0.000937717
4 0.00286231
80600 4
1 0.000952717
2 0.000953741
3 0.000961626
4 0.00286808
80700 4
1 0.000955359
2 0.000952384
3 0.000941082
4 0.00284883
80800 4
1 0.000956802
2 0.0009576
3 0.000959731
4 0.00287413
80900 4
1 0.000946623
2 0.000945843
3 0.000944526
4 0.00283699
81000 4
1 0.000948857
2 0.000958691
3 0.000948101
4 0.00285565
81100 4
1 0.000949449
2 0.000944464
3 0.000963175
4 0.00285709
81200 4
1 0.000956586
2 0.000959702
3 0.0009471
4 0.00286339
81300 4
1 0.000942332
2 0.000946063
3 0.000951706
4 0.0028401
81400 4
1 0.000959207
2 0.000953197
3 0.000952693
4 0.0028651
81500 4
1 0.000947749
2 0.00096056
3 0.0009558
4 0.00286411
81600 4
1 0.000956994
2 0.00096454
3 0.000937998
4 0.00285953
81700 4
1 0.000950866
2 0.000964246
3 0.000951571
4 0.00286668
81800 4
1 0.00094465
2 0.000957256
3 0.00095218
4 0.00285409
81900 4
1 0.000965361
2 0.000962241
3 0.000955856
4 0.00288346
82000 4
1 0.000956358
2 0.000949794
3 0.000955276
4 0.00286143
82100 4
1 0.000957465
2 0.00095138
3 0.000970422
4 0.00287927
82200 4
1 0.000959212
2 0.00094568
3 0.000955235
4 0.00286013
82300 4
1 0.000971835
2 0.000957469
3 0.000955634
4 0.00288494
82400 4
1 0.000956388
2 0.00095829
3 0.000955588
4 0.00287027
82500 4
1 0.000961394
2 0.000962773
3 0.000954741
4 0.00287891
82600 4
1 0.000948302
2 0.00094836
3 0.000955146
4 0.00285181
82700 4
1 0.000971019
2 0.000945021
3 0.000947534
4 0.00286357
82800 4
1 0.000962136
2 0.000951977
3 0.000956447
4 0.00287056
82900 4
1 0.000969451
2 0.000947664
3 0.000961595
4 0.00287871
83000 4
1 0.000944131
2 0.000943161
3 0.000957059
4 0.00284435
83100 4
1 0.00096486
2 0.000963455
3 0.00095355
4 0.00288186
83200 4
1 0.000955209
2 0.000948151
3 0.000963574
4 0.00286693
83300 4
1 0.000960264
2 0.000964916
3 0.000958511
4 0.00288369
83400 4
1 0.0009628
2 0.000970117
3 0.000959448
4 0.00289237
83500 4
1 0.000947924
2 0.000960356
3 0.000960963
4 0.00286924
83600 4
1 0.000971206
2 0.000965461
3 0.000968374
4 0.00290504
83700 4
1 0.0009561
2 0.000967469
3 0.00096244
4 0.00288601
83800 4
1 0.000967891
2 0.000956302
3 0.000970207
4 0.0028944
83900 4
1 0.000968029
2 0.000994948
3 0.000975933
4 0.00293891
84000 4
1 0.000977514
2 0.000973118
3 0.000970839
4 0.00292147
84100 4
1 0.000969079
2 0.000966949
3 0.000973817
4 0.00290984
84200 4
1 0.000976826
2 0.000975669
3 0.000981014
4 0.00293351
84300 4
1 0.000974204
2 0.000966377
3 0.000983508
4 0.00292409
84400 4
1 0.000987812
2 0.000983772
3 0.00096676
4 0.00293834
84500 4
1 0.00096569
2 0.000979729
3 0.000975472
4 0.00292089
84600 4
1 0.000968701
2 0.000967073
3 0.000967747
4 0.00290352
84700 4
1 0.000952737
2 0.000990671
3 0.000970877
4 0.00291428
84800 4
1 0.000990018
2 0.000986071
3 0.000987716
4 0.00296381
84900 4
1 0.000981799
2 0.00097639
3 0.000986615
4 0.0029448
85000 4
1 0.000992262
2 0.000988338
3 0.000984116
4 0.00296472
85100 4
1 0.000995727
2 0.000984914
3 0.000977355
4 0.002958
85200 4
1 0.000994303
2 0.000992415
3 0.000986016
4 0.00297273
85300 4
1 0.00099605
2 0.000985476
3 0.000982185
4 0.00296371
85400 4
1 0.000997465
2 0.000988976
3 0.0009955
4 0.00298194
85500 4
1 0.000995666
2 0.00100464
3 0.000978987
4 0.00297929
85600 4
1 0.000975348
2 0.000989038
3 0.0009931
4 0.00295749
85700 4
1 0.000993777
2 0.00100341
3 0.000990385
4 0.00298757
85800 4
1 0.000996655
2 0.0010103
3 0.000990757
4 0.00299771
85900 4
1 0.000996596
2 0.00100109
3 0.000993978
4 0.00299166
86000 4
1 0.00100413
2 0.00100385
3 0.00100693
4 0.00301492
86100 4
1 0.00100478
2 0.00100949
3 0.000991291
4 0.00300556
86200 4
1 0.00101613
2 0.00100499
3 0.00101366
4 0.00303478
86300 4
1 0.00100455
2 0.00100274
3 0.00100114
4 0.00300843
86400 4
1 0.00100781
2 0.0010166
3 0.000999575
4 0.00302399
86500 4
1 0.00101351
2 0.00100977
3 0.00100378
4 0.00302706
86600 4
1 0.00101717
2 0.00103037
3 0.00100045
4 0.00304799
86700 4
1 0.0010145
2 0.00100565
3 0.00100581
4 0.00302595
86800 4
1 0.00101301
2 0.00103146
3 0.00101267
4 0.00305715
86900 4
1 0.00101444
2 0.00101841
3 0.00102178
4 0.00305463
87000 4
1 0.00103428
2 0.00101289
3 0.0010231
4 0.00307027
87100 4
1 0.00103522
2 0.00103303
3 0.00103328
4 0.00310152
87200 4
1 0.00102767
2 0.00102869
3 0.001013
4 0.00306936
87300 4
1 0.00101605
2 0.0010422
3 0.00102316
4 0.00308142
87400 4
1 0.00103118
2 0.00104156
3 0.00102442
4 0.00309716
87500 4
1 0.00102883
2 0.0010404
3 0.00102145
4 0.00309068
87600 4
1 0.00104205
2 0.00104637
3 0.00102696
4 0.00311538
87700 4
1 0.00102644
2 0.00103644
3 0.00103856
4 0.00310144
87800 4
1 0.00103944
2 0.00105335
3 0.00103642
4 0.0031292
87900 4
1 0.00104589
2 0.00104848
3 0.00103992
4 0.00313429
88000 4
1 0.00104278
2 0.00104591
3 0.00106183
4 0.00315052
88100 4
1 0.00105198
2 0.00106003
3 0.00105145
4 0.00316346
88200 4
1 0.00106016
2 0.001047
3 0.00106441
4 0.00317157
88300 4
1 0.00105152
2 0.0010424
3 0.00104346
4 0.00313738
88400 4
1 0.00106291
2 0.00105583
3 0.00104977
4 0.00316851
88500 4
1 0.00107505
2 0.00104491
3 0.00106846
4 0.00318842
88600 4
1 0.00106163
2 0.00106156
3 0.00104755
4 0.00317074
88700 4
1 0.00107315
2 0.00107677
3 0.00106988
4 0.0032198
88800 4
1 0.00108058
2 0.00107756
3 0.00105479
4 0.00321293
88900 4
1 0.00107651
2 0.00106768
3 0.0010673
4 0.00321149
89000 4
1 0.00108185
2 0.00106408
3 0.00108039
4 0.00322631
89100 4
1 0.00110059
2 0.00107931
3 0.00105673
4 0.00323664
89200 4
1 0.0010899
2 0.00108043
3 0.0010923
4 0.00326263
89300 4
1 0.00108469
2 0.00108668
3 0.00107427
4 0.00324564
89400 4
1 0.00111188
2 0.00108364
3 0.00108655
4 0.00328208
89500 4
1 0.001101
2 0.00109585
3 0.00109239
4 0.00328924
89600 4
1 0.00109951
2 0.00109941
3 0.00109533
4 0.00329425
89700 4
1 0.00109498
2 0.00109833
3 0.00108895
4 0.00328225
89800 4
1 0.00110951
2 0.00109273
3 0.00110725
4 0.00330949
89900 4
1 0.00110837
2 0.00111222
3 0.00108664
4 0.00330723
90000 4
1 0.00110963
2 0.0011083
3 0.00110432
4 0.00332226
90100 4
1 0.00110736
2 0.001105
3 0.00110329
4 0.00331565
90200 4
1 0.0011187
2 0.00110309
3 0.00111365
4 0.00333545
90300 4
1 0.00110786
2 0.00110549
3 0.00111966
4 0.00333301
90400 4
1 0.00112491
2 0.00111184
3 0.00112466
4 0.00336141
90500 4
1 0.00111697
2 0.00111709
3 0.00112047
4 0.00335452
90600 4
1 0.00113082
2 0.00112671
3 0.00111929
4 0.00337682
90700 4
1 0.00113401
2 0.00112103
3 0.00112977
4 0.00338481
90800 4
1 0.00112851
2 0.00115244
3 0.00112698
4 0.00340793
90900 4
1 0.0011589
2 0.00112396
3 0.00115023
4 0.00343308
91000 4
1 0.00114239
2 0.00112144
3 0.0011423
4 0.00340613
91100 4
1 0.00114093
2 0.00114321
3 0.00115419
4 0.00343833
91200 4
1 0.0011502
2 0.00113308
3 0.0011481
4 0.00343139
91300 4
1 0.00114547
2 0.00115345
3 0.00116832
4 0.00346724
91400 4
1 0.00116636
2 0.00115454
3 0.00116757
4 0.00348846
91500 4
1 0.00116197
2 0.00115634
3 0.00117225
4 0.00349055
91600 4
1 0.00118638
2 0.00116317
3 0.00116992
4 0.00351947
91700 4
1 0.0011894
2 0.00117107
3 0.001164
4 0.00352447
91800 4
1 0.00119277
2 0.00118885
3 0.00117868
4 0.0035603
91900 4
1 0.00118492
2 0.00117873
3 0.0011788
4 0.00354245
92000 4
1 0.00118992
2 0.00120985
3 0.00118603
4 0.00358579
92100 4
1 0.00119492
2 0.00117446
3 0.00119312
4 0.0035625
92200 4
1 0.00120282
2 0.00118672
3 0.00118375
4 0.00357329
92300 4
1 0.0012031
2 0.00120704
3 0.00119474
4 0.00360489
92400 4
1 0.00120402
2 0.00121135
3 0.00120318
4 0.00361856
92500 4
1 0.00122602
2 0.00121966
3 0.00120171
4 0.00364739
92600 4
1 0.00121542
2 0.00122032
3 0.00122102
4 0.00365677
92700 4
1 0.00121346
2 0.00121367
3 0.00121539
4 0.00364252
92800 4
1 0.00121968
2 0.00123182
3 0.0012299
4 0.0036814
92900 4
1 0.00123146
2 0.001231
3 0.00121075
4 0.00367321
93000 4
1 0.00123961
2 0.00122337
3 0.00123821
4 0.00370119
93100 4
1 0.00124287
2 0.00124169
3 0.0012314
4 0.00371596
93200 4
1 0.00123959
2 0.00123723
3 0.00123909
4 0.00371591
93300 4
1 0.00127013
2 0.00123723
3 0.00124442
4 0.00375177
93400 4
1 0.00126052
2 0.00125725
3 0.00125773
4 0.0037755
93500 4
1 0.00128756
2 0.00125429
3 0.00125904
4 0.00380089
93600 4
1 0.00127802
2 0.00128388
3 0.00125495
4 0.00381684
93700 4
1 0.00127821
2 0.00126899
3 0.00127332
4 0.00382052
93800 4
1 0.00129442
2 0.00127756
3 0.00127115
4 0.00384313
93900 4
1 0.00127944
2 0.00128146
3 0.00127135
4 0.00383225
94000 4
1 0.00129268
2 0.00128297
3 0.00127259
4 0.00384824
94100 4
1 0.00128467
2 0.00129886
3 0.00128773
4 0.00387126
94200 4
1 0.00133029
2 0.0013021
3 0.00129827
4 0.00393066
94300 4
1 0.00130584
2 0.00129697
3 0.00130624
4 0.00390905
94400 4
1 0.001322
2 0.00132486
3 0.00131967
4 0.00396653
94500 4
1 0.00131427
2 0.00131661
3 0.0013255
4 0.00395638
94600 4
1 0.0013156
2 0.00130155
3 0.00132677
4 0.00394392
94700 4
1 0.00132321
2 0.00132002
3 0.00131219
4 0.00395542
94800 4
1 0.00133363
2 0.00131898
3 0.00132623
4 0.00397884
94900 4
1 0.00132797
2 0.00132469
3 0.00133232
4 0.00398498
95000 4
1 0.00134004
2 0.00131808
3 0.00133327
4 0.00399139
95100 4
1 0.0013326
2 0.00135111
3 0.0013428
4 0.00402651
95200 4
1 0.00134678
2 0.00134717
3 0.00133634
4 0.00403029
95300 4
1 0.00136324
2 0.0013537
3 0.0013443
4 0.00406124
95400 4
1 0.00135705
2 0.00136868
3 0.00135108
4 0.00407681
95500 4
1 0.00137194
2 0.0013825
3 0.00136628
4 0.00412072
95600 4
1 0.00137444
2 0.00134167
3 0.00135804
4 0.00407415
95700 4
1 0.00134401
2 0.00139041
3 0.00138133
4 0.00411575
95800 4
1 0.00137872
2 0.0013845
3 0.00136742
4 0.00413064
95900 4
1 0.00136638
2 0.00139254
3 0.00137001
4 0.00412893
96000 4
1 0.00138417
2 0.0013967
3 0.001392
4 0.00417287
96100 4
1 0.00140215
2 0.00140821
3 0.00139827
4 0.00420862
96200 4
1 0.00140192
2 0.00139223
3 0.00139634
4 0.0041905
96300 4
1 0.00139551
2 0.00140587
3 0.00141421
4 0.00421559
96400 4
1 0.00141824
2 0.00140691
3 0.00140246
4 0.00422761
96500 4
1 0.00141128
2 0.00142183
3 0.00142645
4 0.00425955
96600 4
1 0.00144603
2 0.00143723
3 0.00140298
4 0.00428623
96700 4
1 0.00143902
2 0.00143255
3 0.0014146
4 0.00428618
96800 4
1 0.00141766
2 0.0014239
3 0.00144065
4 0.0042822
96900 4
1 0.00143401
2 0.00145894
3 0.00143545
4 0.0043284
97000 4
1 0.00144377
2 0.00143801
3 0.00144396
4 0.00432574
97100 4
1 0.00147034
2 0.00144731
3 0.00145144
4 0.00436909
97200 4
1 0.00145876
2 0.00146399
3 0.0014463
4 0.00436904
97300 4
1 0.00145946
2 0.00147882
3 0.00145893
4 0.00439721
97400 4
1 0.00145825
2 0.00147488
3 0.00144962
4 0.00438275
97500 4
1 0.00147823
2 0.00147443
3 0.00145732
4 0.00440999
97600 4
1 0.00147643
2 0.00149283
3 0.00146729
4 0.00443655
97700 4
1 0.00149062
2 0.00146225
3 0.00145551
4 0.00440838
97800 4
1 0.00150711
2 0.0014863
3 0.00149439
4 0.0044878
97900 4
1 0.00149672
2 0.00147141
3 0.00148781
4 0.00445594
98000 4
1 0.00149199
2 0.00149827
3 0.00147728
4 0.00446754
98100 4
1 0.00151744
2 0.00149515
3 0.00150516
4 0.00451775
98200 4
1 0.0015103
2 0.00150728
3 0.00151529
4 0.00453287
98300 4
1 0.00152389
2 0.00153796
3 0.00148757
4 0.00454942
98400 4
1 0.00154309
2 0.00151074
3 0.00151798
4 0.00457181
98500 4
1 0.00153519
2 0.00150313
3 0.00151499
4 0.0045533
98600 4
1 0.00155833
2 0.00152346
3 0.00151696
4 0.00459875
98700 4
1 0.00157146
2 0.00152728
3 0.00152962
4 0.00462836
98800 4
1 0.00153487
2 0.00153029
3 0.00154505
4 0.0046102
98900 4
1 0.00157837
2 0.00153501
3 0.00154177
4 0.00465516
99000 4
1 0.00157025
2 0.0015352
3 0.00154878
4 0.00465423
99100 4
1 0.00155604
2 0.00156484
3 0.00153895
4 0.00465983
99200 4
1 0.00158914
2 0.00155392
3 0.00153834
4 0.00468139
99300 4
1 0.00157716
2 0.00157828
3 0.00154831
4 0.00470375
99400 4
1 0.00155702
2 0.00156978
3 0.0015474
4 0.0046742
99500 4
1 0.00160277
2 0.00156602
3 0.00156721
4 0.004736
99600 4
1 0.00155615
2 0.00156884
3 0.00156415
4 0.00468913
99700 4
1 0.00156958
2 0.00154793
3 0.00155864
4 0.00467615
99800 4
1 0.00157338
2 0.00155017
3 0.00157442
4 0.00469798
99900 4
1 0.00158765
2 0.00158115
3 0.00156764
4 0.00473644
100000 4
1 0.00158004
2 0.00159219
3 0.00158892
4 0.00476115
100100 4
1 0.00161551
2 0.00160865
3 0.00160146
4 0.00482562
100200 4
1 0.00159496
2 0.00159546
3 0.00159282
4 0.00478325
100300 4
1 0.00165046
2 0.00159096
3 0.00160253
4 0.00484395
100400 4
1 0.00161405
2 0.00159032
3 0.00159121
4 0.00479558
100500 4
1 0.00161953
2 0.0016109
3 0.0016084
4 0.00483882
100600 4
1 0.00164417
2 0.00159593
3 0.00159768
4 0.00483778
100700 4
1 0.00161223
2 0.00161902
3 0.00161173
4 0.00484298
100800 4
1 0.0016262
2 0.00163757
3 0.00160652
4 0.00487029
100900 4
1 0.00161324
2 0.00162092
3 0.00164007
4 0.00487422
101000 4
1 0.00165721
2 0.00162647
3 0.00161859
4 0.00490226
101100 4
1 0.00164855
2 0.001638
3 0.0016029
4 0.00488944
101200 4
1 0.00164804
2 0.00162288
3 0.00164824
4 0.00491916
101300 4
1 0.00165792
2 0.00164407
3 0.00164026
4 0.00494226
101400 4
1 0.00165357
2 0.0016389
3 0.00163315
4 0.00492561
101500 4
1 0.00164373
2 0.00163698
3 0.00163757
4 0.00491828
101600 4
1 0.001675
2 0.00164415
3 0.00164868
4 0.00496783
101700 4
1 0.001665
2 0.00166073
3 0.00165799
4 0.00498371
101800 4
1 0.00168342
2 0.00164315
3 0.00167699
4 0.00500356
101900 4
1 0.00169518
2 0.00165246
3 0.00166448
4 0.00501212
102000 4
1 0.00168358
2 0.00164497
3 0.00165281
4 0.00498136
102100 4
1 0.00169848
2 0.00167534
3 0.00162944
4 0.00500327
102200 4
1 0.00166472
2 0.00165622
3 0.00165826
4 0.0049792
102300 4
1 0.00166872
2 0.00168334
3 0.001676
4 0.00502806
102400 4
1 0.00171767
2 0.0016807
3 0.00170238
4 0.00510076
102500 4
1 0.00169586
2 0.00167728
3 0.00167099
4 0.00504413
102600 4
1 0.00171562
2 0.00168669
3 0.00168727
4 0.00508958
102700 4
1 0.00168692
2 0.00169408
3 0.00169122
4 0.00507222
102800 4
1 0.00169968
2 0.00168427
3 0.00169828
4 0.00508222
102900 4
1 0.00171461
2 0.00168459
3 0.00167221
4 0.00507141
103000 4
1 0.00171338
2 0.00168096
3 0.00170278
4 0.00509711
103100 4
1 0.00170915
2 0.00167092
3 0.00170592
4 0.005086
103200 4
1 0.0017307
2 0.00168292
3 0.00170127
4 0.00511489
103300 4
1 0.00173123
2 0.00170032
3 0.00170656
4 0.00513811
103400 4
1 0.001737
2 0.00169351
3 0.00170833
4 0.00513883
103500 4
1 0.00173439
2 0.00173598
3 0.00172267
4 0.00519304
103600 4
1 0.00176165
2 0.00169832
3 0.00170999
4 0.00516995
103700 4
1 0.0017285
2 0.00172666
3 0.00171295
4 0.00516811
103800 4
1 0.00174666
2 0.00173194
3 0.00171429
4 0.00519289
103900 4
1 0.00174097
2 0.00172509
3 0.00172224
4 0.0051883
104000 4
1 0.00172632
2 0.00175334
3 0.00173535
4 0.00521501
104100 4
1 0.00174935
2 0.00177035
3 0.00169893
4 0.00521863
104200 4
1 0.00174654
2 0.00174196
3 0.00174591
4 0.0052344
104300 4
1 0.00174856
2 0.00177099
3 0.00172623
4 0.00524578
104400 4
1 0.00172665
2 0.00176244
3 0.00171468
4 0.00520377
104500 4
1 0.00175576
2 0.00174891
3 0.00175025
4 0.00525492
104600 4
1 0.00175626
2 0.00172842
3 0.00173966
4 0.00522435
104700 4
1 0.00176878
2 0.00175957
3 0.00176332
4 0.00529167
104800 4
1 0.00174885
2 0.00175752
3 0.00175284
4 0.00525921
104900 4
1 0.00175621
2 0.00177422
3 0.00176924
4 0.00529968
105000 4
1 0.00174451
2 0.00178984
3 0.00175808
4 0.00529243
105100 4
1 0.00176286
2 0.00174759
3 0.00173301
4 0.00524347
105200 4
1 0.00174801
2 0.00174773
3 0.00174758
4 0.00524332
105300 4
1 0.00176105
2 0.00177472
3 0.0017609
4 0.00529666
105400 4
1 0.00176734
2 0.00174583
3 0.00174724
4 0.00526041
105500 4
1 0.00176069
2 0.00177621
3 0.00174525
4 0.00528215
105600 4
1 0.00177524
2 0.00177029
3 0.00175833
4 0.00530386
105700 4
1 0.0017795
2 0.00176462
3 0.00174029
4 0.0052844
105800 4
1 0.00177972
2 0.00177537
3 0.00174627
4 0.00530135
105900 4
1 0.00175613
2 0.00177329
3 0.00173821
4 0.00526763
106000 4
1 0.00178937
2 0.00176033
3 0.00179173
4 0.00534143
106100 4
1 0.0017402
2 0.00178913
3 0.0017466
4 0.00527593
106200 4
1 0.0018173
2 0.00177048
3 0.00177832
4 0.0053661
106300 4
1 0.00176738
2 0.00177851
3 0.00176105
4 0.00530694
106400 4
1 0.00178715
2 0.00179527
3 0.00178777
4 0.0053702
106500 4
1 0.00179753
2 0.00175885
3 0.00176438
4 0.00532076
106600 4
1 0.00177243
2 0.00176527
3 0.00179727
4 0.00533498
106700 4
1 0.00182855
2 0.00179138
3 0.00180291
4 0.00542284
106800 4
1 0.00178564
2 0.00176087
3 0.00175969
4 0.0053062
106900 4
1 0.00179197
2 0.00179679
3 0.00176842
4 0.00535718
107000 4
1 0.00181804
2 0.00180416
3 0.00180226
4 0.00542446
107100 4
1 0.00180171
2 0.00179541
3 0.00178949
4 0.00538661
107200 4
1 0.00182134
2 0.00180749
3 0.00179106
4 0.00541989
107300 4
1 0.00184702
2 0.00178551
3 0.00176805
4 0.00540057
107400 4
1 0.00181859
2 0.00179311
3 0.00178483
4 0.00539652
107500 4
1 0.00183029
2 0.00179978
3 0.00176646
4 0.00539653
107600 4
1 0.00184104
2 0.00179816
3 0.00178267
4 0.00542187
107700 4
1 0.00183115
2 0.00180496
3 0.00179185
4 0.00542796
107800 4
1 0.00183588
2 0.00177754
3 0.0017998
4 0.00541322
107900 4
1 0.00184007
2 0.00182645
3 0.0017873
4 0.00545382
108000 4
1 0.00183817
2 0.00178132
3 0.00178438
4 0.00540386
108100 4
1 0.00183223
2 0.00183077
3 0.00176753
4 0.00543053
108200 4
1 0.00182076
2 0.00180275
3 0.0017769
4 0.0054004
108300 4
1 0.00183346
2 0.00177946
3 0.00179397
4 0.00540689
108400 4
1 0.00184368
2 0.00179885
3 0.00178561
4 0.00542815
108500 4
1 0.00182754
2 0.00180661
3 0.00180106
4 0.00543521
108600 4
1 0.00182459
2 0.00180386
3 0.00182942
4 0.00545787
108700 4
1 0.00183989
2 0.00180633
3 0.00179124
4 0.00543746
108800 4
1 0.00184471
2 0.00181383
3 0.00181383
4 0.00547238
108900 4
1 0.00184885
2 0.00180526
3 0.00177545
4 0.00542956
109000 4
1 0.00182553
2 0.00184247
3 0.00179752
4 0.00546552
109100 4
1 0.00184535
2 0.00180912
3 0.00178653
4 0.005441
109200 4
1 0.00183038
2 0.0018283
3 0.00181262
4 0.0054713
109300 4
1 0.00182596
2 0.00182496
3 0.00179623
4 0.00544714
109400 4
1 0.00182685
2 0.00183869
3 0.00179664
4 0.00546218
109500 4
1 0.00183961
2 0.00178507
3 0.00180821
4 0.0054329
109600 4
1 0.00181244
2 0.00183618
3 0.00178331
4 0.00543193
109700 4
1 0.00181556
2 0.00182612
3 0.00179734
4 0.00543902
109800 4
1 0.00181215
2 0.00180648
3 0.00180418
4 0.00542282
109900 4
1 0.00182069
2 0.0018318
3 0.00180858
4 0.00546108
110000 4
1 0.00180982
2 0.00182149
3 0.00181886
4 0.00545016
110100 4
1 0.00181855
2 0.00182574
3 0.00177838
4 0.00542267
110200 4
1 0.00182579
2 0.00183079
3 0.00181856
4 0.00547515
110300 4
1 0.00182157
2 0.00183781
3 0.00179568
4 0.00545505
110400 4
1 0.00181984
2 0.00183006
3 0.00181813
4 0.00546804
110500 4
1 0.00183182
2 0.0018087
3 0.00180295
4 0.00544347
110600 4
1 0.00182445
2 0.00181674
3 0.00181915
4 0.00546035
110700 4
1 0.00183261
2 0.00180617
3 0.0017987
4 0.00543748
110800 4
1 0.00181402
2 0.00180342
3 0.00180449
4 0.00542193
110900 4
1 0.00183067
2 0.00182952
3 0.00182623
4 0.00548642
111000 4
1 0.00183042
2 0.00185327
3 0.00179754
4 0.00548124
111100 4
1 0.00183224
2 0.00183488
3 0.00179764
4 0.00546476
111200 4
1 0.00184187
2 0.00182558
3 0.00182833
4 0.00549578
111300 4
1 0.0018169
2 0.00180143
3 0.00181895
4 0.00543728
111400 4
1 0.00183381
2 0.00183044
3 0.00182584
4 0.00549009
111500 4
1 0.00181934
2 0.00180047
3 0.00183675
4 0.00545655
111600 4
1 0.00182841
2 0.0018559
3 0.00182263
4 0.00550693
111700 4
1 0.00182219
2 0.00181242
3 0.00181041
4 0.00544502
111800 4
1 0.00181061
2 0.00182638
3 0.00180528
4 0.00544227
111900 4
1 0.00182751
2 0.00182946
3 0.00180227
4 0.00545925
112000 4
1 0.00182568
2 0.00182562
3 0.00180701
4 0.0054583
112100 4
1 0.00183789
2 0.00182177
3 0.00180048
4 0.00546014
112200 4
1 0.00182393
2 0.00181445
3 0.00178216
4 0.00542053
112300 4
1 0.00183755
2 0.00182814
3 0.0018341
4 0.00549978
112400 4
1 0.00182144
2 0.00180182
3 0.0018079
4 0.00543116
112500 4
1 0.00183957
2 0.00182203
3 0.00183588
4 0.00549748
112600 4
1 0.00184019
2 0.00180904
3 0.00180065
4 0.00544989
112700 4
1 0.0018165
2 0.00181184
3 0.00182656
4 0.0054549
112800 4
1 0.00182995
2 0.00178264
3 0.00180851
4 0.00542109
112900 4
1 0.00180718
2 0.00181377
3 0.00181997
4 0.00544092
113000 4
1 0.00181024
2 0.00179619
3 0.001803
