# Time-averaged data for fix msd2
# TimeStep Number-of-rows
# Row c_comp2
1 0.00108555
2 0.00106407
3 0.00107971
4 0.00322932
37600 4
1 0.00110594
2 0.00107594
3 0.00107655
4 0.00325843
37700 4
1 0.00110831
2 0.00107782
3 0.00110094
4 0.00328707
37800 4
1 0.00110399
2 0.00110582
3 0.00109132
4 0.00330112
37900 4
1 0.00112452
2 0.00112184
3 0.00111718
4 0.00336354
38000 4
1 0.00113177
2 0.00112189
3 0.00111948
4 0.00337313
38100 4
1 0.00115158
2 0.00114303
3 0.00112414
4 0.00341875
38200 4
1 0.00117126
2 0.00116202
3 0.00114018
4 0.00347347
38300 4
1 0.00117812
2 0.00115803
3 0.00115123
4 0.00348737
38400 4
1 0.00119062
2 0.00116706
3 0.0011915
4 0.00354917
38500 4
1 0.00119401
2 0.00117636
3 0.00116817
4 0.00353854
38600 4
1 0.00118558
2 0.00119144
3 0.0011909
4 0.00356792
38700 4
1 0.00120214
2 0.00120326
3 0.00120247
4 0.00360787
38800 4
1 0.00122115
2 0.00120145
3 0.00121147
4 0.00363407
38900 4
1 0.0012261
2 0.00121585
3 0.0012425
4 0.00368445
39000 4
1 0.00125072
2 0.00123094
3 0.00123122
4 0.00371287
39100 4
1 0.00125071
2 0.00124452
3 0.00125801
4 0.00375324
39200 4
1 0.0012625
2 0.00124886
3 0.00126864
4 0.00378
39300 4
1 0.00127395
2 0.0012775
3 0.00127067
4 0.00382212
39400 4
1 0.00131264
2 0.00127838
3 0.00128074
4 0.00387176
39500 4
1 0.00130371
2 0.0012883
3 0.00129908
4 0.00389109
39600 4
1 0.00133309
2 0.00131276
3 0.00131174
4 0.0039576
39700 4
1 0.00133211
2 0.0013245
3 0.00133221
4 0.00398881
39800 4
1 0.0013536
2 0.0013442
3 0.00132701
4 0.00402481
39900 4
1 0.00134459
2 0.00135392
3 0.00136
4 0.00405851
40000 4
1 0.00137943
2 0.00136834
3 0.00136979
4 0.00411757
40100 4
1 0.00139516
2 0.00137137
3 0.00137811
4 0.00414463
40200 4
1 0.00140052
2 0.00140259
3 0.00140324
4 0.00420635
40300 4
1 0.00142487
2 0.00140207
3 0.00140342
4 0.00423037
40400 4
1 0.00144351
2 0.00140992
3 0.0014004
4 0.00425383
40500 4
1 0.00144186
2 0.00145483
3 0.00142928
4 0.00432596
40600 4
1 0.00146949
2 0.00148503
3 0.00145692
4 0.00441144
40700 4
1 0.00147565
2 0.00147524
3 0.00144517
4 0.00439606
40800 4
1 0.00149688
2 0.00147291
3 0.00150736
4 0.00447716
40900 4
1 0.001528
2 0.00151134
3 0.00150829
4 0.00454763
41000 4
1 0.00151222
2 0.00153741
3 0.00152952
4 0.00457915
41100 4
1 0.00154207
2 0.00152769
3 0.00152161
4 0.00459137
41200 4
1 0.00156789
2 0.00155779
3 0.00155498
4 0.00468066
41300 4
1 0.00158212
2 0.00157938
3 0.0015537
4 0.0047152
41400 4
1 0.00159214
2 0.00158077
3 0.00160739
4 0.0047803
41500 4
1 0.00161939
2 0.00162327
3 0.00158077
4 0.00482343
41600 4
1 0.00162228
2 0.00163483
3 0.00163879
4 0.0048959
41700 4
1 0.00163367
2 0.00166131
3 0.00164935
4 0.00494432
41800 4
1 0.001671
2 0.00165458
3 0.00165619
4 0.00498177
41900 4
1 0.00167987
2 0.00167398
3 0.0016801
4 0.00503395
42000 4
1 0.00171386
2 0.00170344
3 0.00168736
4 0.00510465
42100 4
1 0.0017207
2 0.00170394
3 0.00172021
4 0.00514484
42200 4
1 0.00173794
2 0.00175644
3 0.00173305
4 0.00522743
42300 4
1 0.00173981
2 0.00173263
3 0.00174643
4 0.00521886
42400 4
1 0.00178022
2 0.00180692
3 0.00176896
4 0.0053561
42500 4
1 0.0017921
2 0.00180703
3 0.00179938
4 0.00539851
42600 4
1 0.00182366
2 0.00179216
3 0.00182005
4 0.00543587
42700 4
1 0.00182711
2 0.00186301
3 0.00183896
4 0.00552907
42800 4
1 0.00182933
2 0.00185379
3 0.00184411
4 0.00552723
42900 4
1 0.00185917
2 0.00185873
3 0.00186535
4 0.00558325
43000 4
1 0.00188625
2 0.00191124
3 0.00186927
4 0.00566675
43100 4
1 0.0018995
2 0.00189549
3 0.00191045
4 0.00570544
43200 4
1 0.00193061
2 0.00193951
3 0.00191538
4 0.0057855
43300 4
1 0.00195049
2 0.00198466
3 0.0019145
4 0.00584966
43400 4
1 0.00197546
2 0.00195918
3 0.00196885
4 0.0059035
43500 4
1 0.00199744
2 0.00200929
3 0.00199476
4 0.00600148
43600 4
1 0.00203074
2 0.00200002
3 0.00200223
4 0.00603299
43700 4
1 0.00204281
2 0.00201551
3 0.0020172
4 0.00607551
43800 4
1 0.0020612
2 0.00204707
3 0.00202051
4 0.00612878
43900 4
1 0.00207733
2 0.00205381
3 0.00205168
4 0.00618281
44000 4
1 0.00205778
2 0.00206538
3 0.00205151
4 0.00617466
44100 4
1 0.00209489
2 0.00209514
3 0.00208754
4 0.00627757
44200 4
1 0.00206813
2 0.00207375
3 0.00211143
4 0.00625332
44300 4
1 0.0021738
2 0.00212877
3 0.00214225
4 0.00644482
44400 4
1 0.00217574
2 0.00218025
3 0.00217849
4 0.00653448
44500 4
1 0.00217463
2 0.0021723
3 0.00215899
4 0.00650592
44600 4
1 0.00222508
2 0.0021537
3 0.00220937
4 0.00658815
44700 4
1 0.00222847
2 0.00225401
3 0.00221626
4 0.00669873
44800 4
1 0.00224039
2 0.00224951
3 0.00223104
4 0.00672094
44900 4
1 0.0022821
2 0.00227117
3 0.00227729
4 0.00683056
45000 4
1 0.00228436
2 0.00227865
3 0.00224097
4 0.00680397
45100 4
1 0.00229839
2 0.00227631
3 0.00228118
4 0.00685588
45200 4
1 0.00229416
2 0.00230697
3 0.00231906
4 0.00692019
45300 4
1 0.00233331
2 0.00232198
3 0.00234222
4 0.00699751
45400 4
1 0.00237821
2 0.00235095
3 0.00237187
4 0.00710103
45500 4
1 0.00239669
2 0.00237823
3 0.00238048
4 0.00715541
45600 4
1 0.00240549
2 0.002407
3 0.0023644
4 0.00717689
45700 4
1 0.00242761
2 0.00239451
3 0.00237443
4 0.00719655
45800 4
1 0.00245328
2 0.00239009
3 0.00239454
4 0.00723791
45900 4
1 0.00245504
2 0.00243671
3 0.00245943
4 0.00735117
46000 4
1 0.00248778
2 0.00247937
3 0.00244136
4 0.00740851
46100 4
1 0.00246459
2 0.00246582
3 0.00250095
4 0.00743136
46200 4
1 0.00251287
2 0.00250458
3 0.00250727
4 0.00752473
46300 4
1 0.00252734
2 0.00250047
3 0.00252511
4 0.00755292
46400 4
1 0.0025364
2 0.00254278
3 0.00257672
4 0.0076559
46500 4
1 0.00254613
2 0.00258816
3 0.00258052
4 0.00771481
46600 4
1 0.00257775
2 0.00256278
3 0.00255943
4 0.00769996
46700 4
1 0.00258198
2 0.00255588
3 0.00257034
4 0.00770821
46800 4
1 0.00257573
2 0.0025883
3 0.00256913
4 0.00773316
46900 4
1 0.00261716
2 0.00258816
3 0.00260996
4 0.00781527
47000 4
1 0.00262319
2 0.00265252
3 0.00262426
4 0.00789997
47100 4
1 0.00266409
2 0.00267459
3 0.00264454
4 0.00798321
47200 4
1 0.00269193
2 0.00265955
3 0.00265049
4 0.00800197
47300 4
1 0.0027042
2 0.00264195
3 0.002671
4 0.00801715
47400 4
1 0.00273269
2 0.00263542
3 0.0026721
4 0.00804021
47500 4
1 0.002719
2 0.00266736
3 0.00271883
4 0.00810519
47600 4
1 0.00274536
2 0.00269213
3 0.00273758
4 0.00817507
47700 4
1 0.00277091
2 0.0027596
3 0.00273093
4 0.00826143
47800 4
1 0.00278107
2 0.00272124
3 0.00274444
4 0.00824674
47900 4
1 0.00278125
2 0.00272963
3 0.00274124
4 0.00825211
48000 4
1 0.00280516
2 0.00275745
3 0.0027681
4 0.00833071
48100 4
1 0.00280579
2 0.00277012
3 0.00276275
4 0.00833866
48200 4
1 0.0027918
2 0.00278765
3 0.00282597
4 0.00840541
48300 4
1 0.00280082
2 0.00282948
3 0.00278745
4 0.00841775
48400 4
1 0.00281517
2 0.00283083
3 0.0028319
4 0.0084779
48500 4
1 0.00287034
2 0.00283537
3 0.00284389
4 0.0085496
48600 4
1 0.00284747
2 0.00289761
3 0.00284785
4 0.00859292
48700 4
1 0.00284936
2 0.00282886
3 0.00287532
4 0.00855354
48800 4
1 0.0028783
2 0.00284511
3 0.00288232
4 0.00860573
48900 4
1 0.00289406
2 0.00285361
3 0.00288332
4 0.008631
49000 4
1 0.00291028
2 0.00290411
3 0.00292577
4 0.00874016
49100 4
1 0.00287464
2 0.00291479
3 0.00289842
4 0.00868786
49200 4
1 0.00289398
2 0.00292686
3 0.00291569
4 0.00873653
49300 4
1 0.0029641
2 0.00293786
3 0.00288876
4 0.00879071
49400 4
1 0.0029314
2 0.00292704
3 0.00291181
4 0.00877025
49500 4
1 0.00296989
2 0.0029614
3 0.00288835
4 0.00881965
49600 4
1 0.0029376
2 0.00292877
3 0.0029262
4 0.00879256
49700 4
1 0.00294135
2 0.00294246
3 0.0029311
4 0.0088149
49800 4
1 0.00295034
2 0.0029877
3 0.00291893
4 0.00885697
49900 4
1 0.00298534
2 0.00293831
3 0.00294865
4 0.0088723
50000 4
1 0.00292813
2 0.00296584
3 0.00298156
4 0.00887552
50100 4
1 0.00298716
2 0.0030091
3 0.00295751
4 0.00895376
50200 4
1 0.00297304
2 0.00296916
3 0.00293023
4 0.00887244
50300 4
1 0.00295931
2 0.00299419
3 0.00295297
4 0.00890647
50400 4
1 0.00297126
2 0.00299574
3 0.00300337
4 0.00897036
50500 4
1 0.00298972
2 0.00300082
3 0.00297323
4 0.00896377
50600 4
1 0.00298514
2 0.0030236
3 0.00297552
4 0.00898426
50700 4
1 0.00301795
2 0.00297456
3 0.00301108
4 0.00900358
50800 4
1 0.00296395
2 0.00298957
3 0.00296859
4 0.00892211
50900 4
1 0.00301371
2 0.00306018
3 0.00297376
4 0.00904765
51000 4
1 0.00300728
2 0.00301391
3 0.00300057
4 0.00902175
51100 4
1 0.00300282
2 0.00301641
3 0.00301761
4 0.00903684
51200 4
1 0.00298953
2 0.00300967
3 0.00296831
4 0.00896751
51300 4
1 0.00299607
2 0.00301304
3 0.00295395
4 0.00896306
51400 4
1 0.00299192
2 0.00301051
3 0.00301915
4 0.00902158
51500 4
1 0.00303575
2 0.00303087
3 0.00297046
4 0.00903707
51600 4
1 0.00298319
2 0.00302115
3 0.00295374
4 0.00895807
51700 4
1 0.00297967
2 0.00303665
3 0.00301091
4 0.00902723
51800 4
1 0.00299576
2 0.00303899
3 0.00298521
4 0.00901996
51900 4
1 0.00297282
2 0.00303192
3 0.00297573
4 0.00898047
52000 4
1 0.00299336
2 0.00303051
3 0.00297944
4 0.00900331
52100 4
1 0.00300386
2 0.00299872
3 0.0029491
4 0.00895168
52200 4
1 0.0030161
2 0.00301554
3 0.00301733
4 0.00904897
52300 4
1 0.00300627
2 0.0030155
3 0.00299745
4 0.00901922
52400 4
1 0.0030073
2 0.00299353
3 0.00292994
4 0.00893077
52500 4
1 0.00295099
2 0.00298182
3 0.00299635
4 0.00892917
52600 4
1 0.00296889
2 0.00300053
3 0.00296665
4 0.00893606
52700 4
1 0.00300562
2 0.00303296
3 0.00296843
4 0.00900701
52800 4
1 0.00301568
2 0.00300021
3 0.00295483
4 0.00897072
52900 4
1 0.00298006
2 0.00301839
3 0.00298225
4 0.00898071
53000 4
1 0.00301945
2 0.00298747
3 0.00293805
4 0.00894496
53100 4
1 0.00296869
2 0.00295955
3 0.00294355
4 0.0088718
53200 4
1 0.00295469
2 0.00294674
3 0.00295089
4 0.00885232
53300 4
1 0.00296251
2 0.00296329
3 0.00294427
4 0.00887008
53400 4
1 0.00296903
2 0.0029493
3 0.00292571
4 0.00884404
53500 4
1 0.00298104
2 0.00293806
3 0.00291198
4 0.00883107
53600 4
1 0.00297855
2 0.00294315
3 0.00291257
4 0.00883427
53700 4
1 0.00299061
2 0.00291599
3 0.00292125
4 0.00882784
53800 4
1 0.00294574
2 0.00293315
3 0.00293945
4 0.00881834
53900 4
1 0.00294153
2 0.00293666
3 0.00292399
4 0.00880218
54000 4
1 0.00289064
2 0.00294559
3 0.00290575
4 0.00874198
54100 4
1 0.00292914
2 0.00289861
3 0.00288403
4 0.00871178
54200 4
1 0.00290366
2 0.00289627
3 0.0028446
4 0.00864452
54300 4
1 0.0028462
2 0.00291676
3 0.00285106
4 0.00861402
54400 4
1 0.00291377
2 0.00289798
3 0.00285511
4 0.00866687
54500 4
1 0.00285926
2 0.00284646
3 0.00279319
4 0.0084989
54600 4
1 0.00290039
2 0.00288259
3 0.00284883
4 0.00863181
54700 4
1 0.00287292
2 0.0028653
3 0.00284771
4 0.00858593
54800 4
1 0.00284165
2 0.00284501
3 0.00288036
4 0.00856702
54900 4
1 0.00285223
2 0.00282553
3 0.00282914
4 0.0085069
55000 4
1 0.00280345
2 0.00284154
3 0.00281231
4 0.00845731
55100 4
1 0.00284719
2 0.00280371
3 0.00277611
4 0.00842702
55200 4
1 0.00279073
2 0.00283288
3 0.00278638
4 0.00840999
55300 4
1 0.00274832
2 0.00279413
3 0.0027703
4 0.00831274
55400 4
1 0.00276085
2 0.00277488
3 0.00277266
4 0.0083084
55500 4
1 0.00274695
2 0.00276742
3 0.00271856
4 0.00823292
55600 4
1 0.00273363
2 0.002739
3 0.00274879
4 0.00822142
55700 4
1 0.00273912
2 0.00273152
3 0.00275307
4 0.0082237
55800 4
1 0.00273782
2 0.00276372
3 0.00272213
4 0.00822368
55900 4
1 0.00268714
2 0.00270852
3 0.00268813
4 0.00808379
56000 4
1 0.00268093
2 0.00271933
3 0.0027031
4 0.00810336
56100 4
1 0.00268415
2 0.00268491
3 0.00267863
4 0.0080477
56200 4
1 0.00266314
2 0.00267936
3 0.00269194
4 0.00803444
56300 4
1 0.00267479
2 0.00268676
3 0.00266597
4 0.00802752
56400 4
1 0.00264319
2 0.00263288
3 0.002653
4 0.00792907
56500 4
1 0.00264035
2 0.00265254
3 0.00265344
4 0.00794632
56600 4
1 0.00262831
2 0.00264094
3 0.0026229
4 0.00789215
56700 4
1 0.00261122
2 0.00264254
3 0.00262709
4 0.00788085
56800 4
1 0.00262862
2 0.00260936
3 0.0026049
4 0.00784289
56900 4
1 0.00259865
2 0.00259298
3 0.0025852
4 0.00777682
57000 4
1 0.00256061
2 0.00261644
3 0.00255432
4 0.00773137
57100 4
1 0.00261738
2 0.00255486
3 0.00256526
4 0.0077375
57200 4
1 0.00256157
2 0.0025508
3 0.00252647
4 0.00763884
57300 4
1 0.00257297
2 0.00253798
3 0.00256879
4 0.00767973
57400 4
1 0.00257261
2 0.00256892
3 0.00247361
4 0.00761514
57500 4
1 0.00249874
2 0.00253291
3 0.0025076
4 0.00753925
57600 4
1 0.00254607
2 0.00255738
3 0.00246577
4 0.00756922
57700 4
1 0.00251155
2 0.00251934
3 0.00247572
4 0.00750661
57800 4
1 0.00249427
2 0.0024794
3 0.00247854
4 0.00745221
57900 4
1 0.00246963
2 0.00250708
3 0.00245125
4 0.00742796
58000 4
1 0.00248408
2 0.00244012
3 0.00246859
4 0.00739278
58100 4
1 0.00246092
2 0.00244214
3 0.00244478
4 0.00734785
58200 4
1 0.00243553
2 0.0024574
3 0.00239014
4 0.00728308
58300 4
1 0.0024691
2 0.00242537
3 0.00240713
4 0.00730159
58400 4
1 0.00238652
2 0.0023961
3 0.00238535
4 0.00716797
58500 4
1 0.00238912
2 0.00238245
3 0.00237383
4 0.00714541
58600 4
1 0.00238444
2 0.00236974
3 0.00239766
4 0.00715184
58700 4
1 0.00235546
2 0.00236545
3 0.00238497
4 0.00710588
58800 4
1 0.00233933
2 0.00235122
3 0.00234933
4 0.00703987
58900 4
1 0.0023014
2 0.00235936
3 0.00233592
4 0.00699668
59000 4
1 0.00233677
2 0.00231497
3 0.00233117
4 0.00698291
59100 4
1 0.00234565
2 0.00231025
3 0.0022845
4 0.0069404
59200 4
1 0.00232185
2 0.00230926
3 0.00229855
4 0.00692966
59300 4
1 0.00228071
2 0.00227768
3 0.00227186
4 0.00683025
59400 4
1 0.0022992
2 0.00228839
3 0.00226445
4 0.00685205
59500 4
1 0.00225011
2 0.00225475
3 0.00225333
4 0.00675819
59600 4
1 0.00226666
2 0.00224722
3 0.00224589
4 0.00675977
59700 4
1 0.00224833
2 0.0022348
3 0.00223843
4 0.00672157
59800 4
1 0.00221862
2 0.00220923
3 0.0021979
4 0.00662575
59900 4
1 0.00222316
2 0.00220703
3 0.0021921
4 0.00662229
60000 4
1 0.00218966
2 0.00219202
3 0.00218783
4 0.00656951
60100 4
1 0.00218879
2 0.00220756
3 0.00218383
4 0.00658017
60200 4
1 0.00219573
2 0.00220489
3 0.00218711
4 0.00658773
60300 4
1 0.00219154
2 0.00215746
3 0.00214033
4 0.00648933
60400 4
1 0.00212639
2 0.00216322
3 0.00212154
4 0.00641115
60500 4
1 0.00215313
2 0.00212673
3 0.00212678
4 0.00640664
60600 4
1 0.00211687
2 0.0021496
3 0.00211127
4 0.00637773
60700 4
1 0.00211338
2 0.00209889
3 0.0020969
4 0.00630917
60800 4
1 0.00209897
2 0.00210822
3 0.0021071
4 0.0063143
60900 4
1 0.00208821
2 0.00207635
3 0.00207608
4 0.00624065
61000 4
1 0.00205511
2 0.00206478
3 0.00203939
4 0.00615928
61100 4
1 0.00210858
2 0.00206949
3 0.00204835
4 0.00622641
61200 4
1 0.00201294
2 0.00204331
3 0.00202845
4 0.0060847
61300 4
1 0.00202336
2 0.00204859
3 0.00203523
4 0.00610719
61400 4
1 0.00201053
2 0.00199999
3 0.00201792
4 0.00602844
61500 4
1 0.00200038
2 0.00199489
3 0.00199045
4 0.00598571
61600 4
1 0.00198696
2 0.002006
3 0.00199555
4 0.00598852
61700 4
1 0.00199676
2 0.00197741
3 0.00197698
4 0.00595115
61800 4
1 0.00196
2 0.00197762
3 0.00193733
4 0.00587495
61900 4
1 0.00197444
2 0.00196531
3 0.00195405
4 0.00589381
62000 4
1 0.00196522
2 0.00193792
3 0.0019396
4 0.00584274
62100 4
1 0.0019462
2 0.00193819
3 0.00189742
4 0.00578181
62200 4
1 0.0019396
2 0.00189341
3 0.00193011
4 0.00576312
62300 4
1 0.001903
2 0.00191263
3 0.00187892
4 0.00569455
62400 4
1 0.00189082
2 0.00186398
3 0.00188044
4 0.00563523
62500 4
1 0.00190599
2 0.00186993
3 0.00188882
4 0.00566474
62600 4
1 0.00185185
2 0.00187231
3 0.00183959
4 0.00556375
62700 4
1 0.00187953
2 0.0018493
3 0.0018686
4 0.00559743
62800 4
1 0.00188324
2 0.00183927
3 0.0018414
4 0.00556391
62900 4
1 0.00186675
2 0.00182568
3 0.00182274
4 0.00551517
63000 4
1 0.00186506
2 0.00182527
3 0.00182078
4 0.00551111
63100 4
1 0.00183545
2 0.0018362
3 0.00181218
4 0.00548383
63200 4
1 0.00182388
2 0.00182044
3 0.001779
4 0.00542332
63300 4
1 0.00181725
2 0.00179104
3 0.00178921
4 0.0053975
63400 4
1 0.0018031
2 0.00179503
3 0.00175593
4 0.00535407
63500 4
1 0.00179219
2 0.00176107
3 0.00178207
4 0.00533533
63600 4
1 0.00178597
2 0.00178722
3 0.00173075
4 0.00530393
63700 4
1 0.00175091
2 0.00174661
3 0.00175358
4 0.00525109
63800 4
1 0.00176842
2 0.00173898
3 0.00174014
4 0.00524755
63900 4
1 0.00172595
2 0.0017439
3 0.0017274
4 0.00519726
64000 4
1 0.00174926
2 0.001729
3 0.00170743
4 0.00518569
64100 4
1 0.00169982
2 0.00169629
3 0.00168709
4 0.0050832
64200 4
1 0.00173516
2 0.00170374
3 0.00170052
4 0.00513941
64300 4
1 0.00170703
2 0.00168416
3 0.00166789
4 0.00505908
64400 4
1 0.00169959
2 0.00168595
3 0.00167852
4 0.00506406
64500 4
1 0.00168496
2 0.00166259
3 0.00166657
4 0.00501412
64600 4
1 0.00166922
2 0.0016496
3 0.00166242
4 0.00498124
64700 4
1 0.0016636
2 0.00167759
3 0.00165379
4 0.00499497
64800 4
1 0.00166881
2 0.00165771
3 0.0016327
4 0.00495922
64900 4
1 0.00163152
2 0.00165564
3 0.00162297
4 0.00491013
65000 4
1 0.00163105
2 0.00161477
3 0.00160951
4 0.00485533
65100 4
1 0.00161605
2 0.0016145
3 0.00160654
4 0.00483709
65200 4
1 0.00162358
2 0.00161517
3 0.0015833
4 0.00482205
65300 4
1 0.00157697
2 0.00162213
3 0.00156546
4 0.00476456
65400 4
1 0.00158178
2 0.00158288
3 0.00156571
4 0.00473036
65500 4
1 0.00154944
2 0.00160001
3 0.00158027
4 0.00472973
65600 4
1 0.00157037
2 0.00156035
3 0.00156309
4 0.0046938
65700 4
1 0.00154859
2 0.00158069
3 0.0015457
4 0.00467498
65800 4
1 0.00153871
2 0.00157164
3 0.00154659
4 0.00465694
65900 4
1 0.00155264
2 0.00155496
3 0.00152478
4 0.00463238
66000 4
1 0.00156342
2 0.00154013
3 0.00151799
4 0.00462153
66100 4
1 0.00153077
2 0.00153075
3 0.00148981
4 0.00455134
66200 4
1 0.00152843
2 0.00151965
3 0.00151674
4 0.00456482
66300 4
1 0.00150195
2 0.00149007
3 0.00147794
4 0.00446996
66400 4
1 0.00149845
2 0.0015123
3 0.00148681
4 0.00449756
66500 4
1 0.00146556
2 0.0014823
3 0.00147028
4 0.00441814
66600 4
1 0.00147982
2 0.00149663
3 0.00147059
4 0.00444704
66700 4
1 0.00147315
2 0.00145505
3 0.00144008
4 0.00436828
66800 4
1 0.00145992
2 0.00148927
3 0.00144332
4 0.00439251
66900 4
1 0.00147387
2 0.00148595
3 0.00143871
4 0.00439853
67000 4
1 0.00144926
2 0.00145233
3 0.00143515
4 0.00433675
67100 4
1 0.0014553
2 0.00145075
3 0.00143151
4 0.00433755
67200 4
1 0.00144795
2 0.00141266
3 0.00141072
4 0.00427133
67300 4
1 0.00140324
2 0.00142828
3 0.00141304
4 0.00424455
67400 4
1 0.00142806
2 0.00143011
3 0.00140866
4 0.00426683
67500 4
1 0.00139857
2 0.00142
3 0.00140367
4 0.00422224
67600 4
1 0.0014206
2 0.00140835
3 0.00140522
4 0.00423418
67700 4
1 0.00140993
2 0.00140175
3 0.00136445
4 0.00417613
67800 4
1 0.001386
2 0.00140957
3 0.00138337
4 0.00417894
67900 4
1 0.0013895
2 0.00137469
3 0.00137428
4 0.00413848
68000 4
1 0.00137917
2 0.00137844
3 0.00135693
4 0.00411454
68100 4
1 0.00138676
2 0.00134505
3 0.0013493
4 0.0040811
68200 4
1 0.00135517
2 0.00136363
3 0.00134153
4 0.00406034
68300 4
1 0.00135879
2 0.00135706
3 0.00134152
4 0.00405737
68400 4
1 0.00135826
2 0.00135698
3 0.00134137
4 0.00405661
68500 4
1 0.0013442
2 0.00134417
3 0.00133143
4 0.00401979
68600 4
1 0.00134497
2 0.00132741
3 0.00132215
4 0.00399454
68700 4
1 0.00134645
2 0.00132678
3 0.00132849
4 0.00400172
68800 4
1 0.00133576
2 0.0013354
3 0.00132049
4 0.00399165
68900 4
1 0.00132971
2 0.00130673
3 0.0012872
4 0.00392364
69000 4
1 0.00130863
2 0.00129889
3 0.00131206
4 0.00391957
69100 4
1 0.00128895
2 0.00128865
3 0.00129308
4 0.00387068
69200 4
1 0.0013007
2 0.0012854
3 0.00129028
4 0.00387638
69300 4
1 0.00128225
2 0.00128938
3 0.00127906
4 0.0038507
69400 4
1 0.00128508
2 0.0012813
3 0.00127579
4 0.00384216
69500 4
1 0.0012841
2 0.00127944
3 0.00126553
4 0.00382907
69600 4
1 0.00128712
2 0.00125925
3 0.00126985
4 0.00381622
69700 4
1 0.00127471
2 0.00127775
3 0.00125693
4 0.00380938
69800 4
1 0.00125162
2 0.00126329
3 0.00124322
4 0.00375813
69900 4
1 0.00124895
2 0.00124049
3 0.00124265
4 0.00373209
70000 4
1 0.00123037
2 0.00125942
3 0.00122355
4 0.00371334
70100 4
1 0.00122102
2 0.00122956
3 0.00124254
4 0.00369313
70200 4
1 0.00123196
2 0.0012063
3 0.00123002
4 0.00366828
70300 4
1 0.00121695
2 0.00123614
3 0.00122898
4 0.00368208
70400 4
1 0.00122533
2 0.00119503
3 0.00122064
4 0.003641
70500 4
1 0.00121935
2 0.00121797
3 0.00121108
4 0.0036484
70600 4
1 0.00119804
2 0.00122808
3 0.00120173
4 0.00362785
70700 4
1 0.00119315
2 0.00120739
3 0.00118087
4 0.00358142
70800 4
1 0.00119126
2 0.00120109
3 0.0011967
4 0.00358904
70900 4
1 0.0011978
2 0.0012048
3 0.0011726
4 0.0035752
71000 4
1 0.00119101
2 0.00119273
3 0.00118026
4 0.003564
71100 4
1 0.00118001
2 0.00118844
3 0.00117351
4 0.00354195
71200 4
1 0.00117798
2 0.00117444
3 0.00116749
4 0.0035199
71300 4
1 0.00116718
2 0.0011812
3 0.0011756
4 0.00352399
71400 4
1 0.00118192
2 0.00115418
3 0.00115507
4 0.00349117
71500 4
1 0.00116729
2 0.00116686
3 0.00114378
4 0.00347793
71600 4
1 0.00116893
2 0.00114981
3 0.00112697
4 0.00344571
71700 4
1 0.00115361
2 0.00114568
3 0.00113779
4 0.00343708
71800 4
1 0.00115117
2 0.00114822
3 0.00111851
4 0.00341791
71900 4
1 0.00114489
2 0.00112826
3 0.00113111
4 0.00340425
72000 4
1 0.0011439
2 0.00113216
3 0.00112919
4 0.00340525
72100 4
1 0.00113562
2 0.00113343
3 0.0011257
4 0.00339475
72200 4
1 0.00112267
2 0.00111172
3 0.00111529
4 0.00334969
72300 4
1 0.00113084
2 0.0011312
3 0.00110078
4 0.00336282
72400 4
1 0.00111145
2 0.00112081
3 0.00111206
4 0.00334432
72500 4
1 0.00112652
2 0.00112347
3 0.00109537
4 0.00334536
72600 4
1 0.00112258
2 0.00109093
3 0.00110868
4 0.00332219
72700 4
1 0.00110872
2 0.00110182
3 0.00108757
4 0.00329811
72800 4
1 0.00111213
2 0.0010965
3 0.00109367
4 0.00330231
72900 4
1 0.00110852
2 0.00108826
3 0.00107756
4 0.00327434
73000 4
1 0.00111977
2 0.00107819
3 0.0010969
4 0.00329486
73100 4
1 0.00110661
2 0.00108548
3 0.00108718
4 0.00327927
73200 4
1 0.00109468
2 0.00109764
3 0.00108456
4 0.00327687
73300 4
1 0.00108757
2 0.00108278
3 0.00109539
4 0.00326574
73400 4
1 0.00109633
2 0.00108442
3 0.00107026
4 0.00325101
73500 4
1 0.00108376
2 0.00107458
3 0.00106838
4 0.00322672
73600 4
1 0.001092
2 0.00107024
3 0.00106219
4 0.00322443
73700 4
1 0.00106766
2 0.0010584
3 0.00107659
4 0.00320265
73800 4
1 0.00107639
2 0.00105924
3 0.00106498
4 0.0032006
73900 4
1 0.00107107
2 0.00106311
3 0.00106284
4 0.00319701
74000 4
1 0.00106325
2 0.00105625
3 0.00104451
4 0.00316401
74100 4
1 0.00105789
2 0.0010621
3 0.00105335
4 0.00317334
74200 4
1 0.0010527
2 0.00104756
3 0.00105034
4 0.0031506
74300 4
1 0.00106083
2 0.00105218
3 0.00103673
4 0.00314974
74400 4
1 0.00104598
2 0.00104899
3 0.00103884
4 0.00313381
74500 4
1 0.00106003
2 0.00103832
3 0.0010232
4 0.00312155
74600 4
1 0.00105529
2 0.0010469
3 0.00103712
4 0.00313931
74700 4
1 0.00103715
2 0.00103948
3 0.00103927
4 0.0031159
74800 4
1 0.00104657
2 0.00103623
3 0.00102527
4 0.00310806
74900 4
1 0.00102262
2 0.00103264
3 0.00103056
4 0.00308582
75000 4
1 0.00101349
2 0.00102498
3 0.00100592
4 0.0030444
75100 4
1 0.00103361
2 0.00102579
3 0.00100324
4 0.00306264
75200 4
1 0.00102017
2 0.00102013
3 0.00102723
4 0.00306753
