# Time-averaged data for fix msd2
# TimeStep Number-of-rows
# Row c_comp2
      0	0.0000000000	0.0000000000
    100	0.1214510000	0.0404146000
    200	0.1025540000	0.0338466000
    300	0.0248848000	0.0082981300
    400	0.1147590000	0.0379650000
    500	0.0766150000	0.0256523000
    600	0.0414794000	0.0138367000
    700	0.0968223000	0.0322346000
    800	0.0597242000	0.0198256000
    900	0.0458510000	0.0154182000
   1000	0.0790507000	0.0261191000
   1100	0.0510849000	0.0170309000
   1200	0.0465126000	0.0153818000
   1300	0.0661293000	0.0219915000
   1400	0.0451466000	0.0150763000
   1500	0.0440797000	0.0146900000
   1600	0.0567076000	0.0188904000
   1700	0.0406710000	0.0137386000
   1800	0.0416109000	0.0138753000
   1900	0.0496833000	0.0165368000
   2000	0.0372624000	0.0123882000
   2100	0.0389761000	0.0130227000
   2200	0.0439592000	0.0146593000
   2300	0.0341500000	0.0114321000
   2400	0.0360868000	0.0120164000
   2500	0.0391624000	0.0130814000
   2600	0.0318628000	0.0106204000
   2700	0.0331979000	0.0111602000
   2800	0.0350992000	0.0116774000
   2900	0.0293473000	0.0098841400
   3000	0.0306181000	0.0103002000
   3100	0.0317519000	0.0105762000
   3200	0.0270994000	0.0089671600
   3300	0.0283624000	0.0094435600
   3400	0.0287590000	0.0095335300
   3500	0.0247800000	0.0083524700
   3600	0.0256714000	0.0086100000
   3700	0.0261814000	0.0087482900
   3800	0.0227492000	0.0076412000
   3900	0.0237600000	0.0079270000
   4000	0.0238630000	0.0079814000
   4100	0.0212225000	0.0070943300
   4200	0.0217490000	0.0073204700
   4300	0.0218277000	0.0073473600
   4400	0.0194915000	0.0064858600
   4500	0.0198890000	0.0066662600
   4600	0.0199487000	0.0066637600
   4700	0.0180518000	0.0060636900
   4800	0.0185040000	0.0061769300
   4900	0.0182532000	0.0061224100
   5000	0.0166089000	0.0055795000
   5100	0.0168486000	0.0056713700
   5200	0.0167697000	0.0056497700
   5300	0.0150329000	0.0049749200
   5400	0.0156549000	0.0052089100
   5500	0.0153158000	0.0051858700
   5600	0.0142368000	0.0047213800
   5700	0.0143211000	0.0047854800
   5800	0.0141668000	0.0047418300
   5900	0.0131080000	0.0044026400
   6000	0.0133595000	0.0044740800
   6100	0.0130926000	0.0043677800
   6200	0.0122143000	0.0040807100
   6300	0.0123619000	0.0041170900
   6400	0.0121149000	0.0040633700
   6500	0.0113985000	0.0038175800
   6600	0.0114940000	0.0038437000
   6700	0.0112121000	0.0037535700
   6800	0.0106519000	0.0035242600
   6900	0.0107111000	0.0035438600
   7000	0.0105901000	0.0035404700
   7100	0.0099488000	0.0033127800
   7200	0.0100560000	0.0033511500
   7300	0.0098625000	0.0032874700
   7400	0.0092674700	0.0030844100
   7500	0.0094610800	0.0031548800
   7600	0.0092872800	0.0030635400
   7700	0.0088084400	0.0029313100
   7800	0.0089289200	0.0029894100
   7900	0.0087712800	0.0029410900
   8000	0.0082670900	0.0027448900
   8100	0.0084329400	0.0028046400
   8200	0.0082349600	0.0027149200
   8300	0.0078699100	0.0026167900
   8400	0.0079857000	0.0026710500
   8500	0.0078028000	0.0025886300
   8600	0.0074856700	0.0025187900
